title,description,link,category
PRODAVAČ / PRODAVAČICA-KOMERCIJALIST / KOMERCIJALISTICA,"Opis posla: PRODAVAČ / PRODAVAČICA-KOMERCIJALIST / KOMERCIJALISTICA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 19.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74962991,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PRODAVAČ/PRODAVAČICA KARATA ZA BROD,"Opis posla: PRODAVAČ/PRODAVAČICA KARATA ZA BROD <BR />
PRODAJA KARATA ZA DNEVNE I POLUDNEVNE IZLETE BRODOM<BR />
INFORMIRANJE TURISTA O DETALJIMA IZLETA I PONUDI BRODA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 17.03.2016, Mjesto rada: CRES, Općina: CRES, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74838945,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PRODAVAČ-KOMERCIJALIST (M/Ž),"Opis posla: <BR />, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 08.03.2016, Mjesto rada: PLANO, Općina: TROGIR, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74938812,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PRVOSTUPNIK/PRVOSTUPNICA EKONOMIJE,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 07.03.2016, Mjesto rada: VIROVITICA, Općina: VIROVITICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75100672,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PRVOSTUPNIK/PRVOSTUPNICA JAVNE UPRAVE,"Opis posla: PRVOSTUPNIK/PRVOSTUPNICA JAVNE UPRAVE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 08.03.2016, Mjesto rada: VARAŽDIN, Općina: VARAŽDIN, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75078270,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PSIHOLOG - PRIPRAVNIK (M/Ž),"Opis posla: PSIHOLOG, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: UGLJAN, Općina: PREKO, Županija: ZADARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75058445,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PSIHOLOG / PSIHOLOGINJA,"Opis posla: PSIHOLOG / PSIHOLOGINJA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 12.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75221051,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PSIHOLOG /PSIHOLOGINJA,"Opis posla: RAD S DJECOM, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: TROGIR, Općina: TROGIR, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75174068,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PSIHOLOG/PSIHOLOGINJA,"Opis posla: POSLOVI ZAŠTITE PRAVA DJECE,SKRBNIŠTVA,SAVJETOVANJE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 09.03.2016, Mjesto rada: PETRINJA, Općina: PETRINJA, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75108980,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
PSIHOLOG/PSIHOLOGINJA,"Opis posla: PSIHOLOG/PSIHOLOGINJA<BR />
- RAD U SLUŽBI ZA&amp;amp;#160; ŠKOLSKU I SVEUČILIŠNU MEDICINU, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 05.03.2016, Mjesto rada: SISAK, Općina: SISAK, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75035298,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVODSTVENO-FINANCIJSKI REFERENT / REFERENTICA,"Opis posla: RAČUNOVODSTVO-FINANCIJSKI REFERENT / REFERENTICA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75157166,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA / RAČUNOVOTKINJA,"Opis posla: RAČUNOVOĐA / RAČUNOVOTKINJA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 11.03.2016, Mjesto rada: KAMEN, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75213373,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA/RAČUNOVOTKINJA,"Opis posla: RAČUNOVOĐA/RAČUNOVOTKINJA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 29.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=72304753,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA/RAČUNOVOTKINJA,"Opis posla: STRUČNO OSPOSOBLJAVANJE ZA RAČUNOVOĐU/TKINJU, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 09.03.2016, Mjesto rada: VIROVITICA, Općina: VIROVITICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75136482,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA/RAČUNOVOTKINJA,"Opis posla: RAČUNOVOĐA/RAČUNOVOTKINJA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 08.03.2016, Mjesto rada: VARAŽDIN, Općina: VARAŽDIN, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74860889,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA/RAČUNOVOTKINJA,"Opis posla: RAČUNOVOĐA/RAČUNOVOTKINJA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 13.03.2016, Mjesto rada: RAKOVICA, Općina: RAKOVICA, Županija: KARLOVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75235146,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA/RAČUNOVOTKINJA,"Opis posla: RAČUNOVOĐA/RAČUNOVOTKINJA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 08.03.2016, Mjesto rada: KARLOVAC, Općina: KARLOVAC, Županija: KARLOVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75086979,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA/RAČUNOVOTKINJA ŠKOLE,"Opis posla: RAČUNOVOĐA/RAČUNOVOTKINJA ŠKOLE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 05.03.2016, Mjesto rada: VARAŽDIN, Općina: VARAŽDIN, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74507718,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAČUNOVOĐA-ADMINISTRATOR/RAČUNOVOTKINJA-ADMINISTRATORICA,"Opis posla: RAČUNOVOĐA-ADMINISTRATOR/RAČUNOVOTKINJA-ADMINISTRATORICA<BR />
<BR />
VOĐENJE KNJIGOVODSTVA, KNJIŽENJE IZVODA, ADMINISTRATIVNI POSLOVI, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 05.03.2016, Mjesto rada: MATULJI, Općina: MATULJI, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75015187,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RADNIK / RADNICA U TURISTIČKOJ AGENCIJI,"Opis posla: RADNIK / RADNICA U TURISTIČKOJ AGENCIJI, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75070477,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RADNIK / RADNICA U TURISTIČKOJ AGENCIJI,"Opis posla: RADNIK / RADNICA U TURISTIČKOJ AGENCIJI, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75071050,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RADNIK / RADNICA U TURISTIČKOJ AGENCIJI,"Opis posla: RADNIK / RADNICA U TURISTIČKOJ AGENCIJI, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75091620,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAVNATELJ/RAVNATELJICA GRADSKE KNJIŽNICE,"Opis posla: RAVNATELJ/RAVNATELJICA GRADSKE KNJIŽNICE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 07.03.2016, Mjesto rada: GRUBIŠNO POLJE, Općina: GRUBIŠNO POLJE, Županija: BJELOVARSKO-BILOGORSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75088296,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RAVNATELJ-RAVNATELJICA ZAVODA,"Opis posla: POSLOVI RAVNATELJA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 09.03.2016, Mjesto rada: ČAKOVEC, Općina: ČAKOVEC, Županija: MEĐIMURSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75141180,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
RECEPCIONER M/Ž,"Opis posla: RECEPCIJSKO POSLOVANJE, PRODAJA USLUGA SMJEŠTAJA I GASTRONOMSKOG DIJELA HOTELA, MARKETING U HOTELSKOM POSLOVANJU, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 31.03.2016, Mjesto rada: KUTINA, Općina: KUTINA, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74678231,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
"REDOVITI PROFESOR / PROFESORICA IZ PODRUČJA HUMANISTIČKIH ZNANOSTI, POLJA TEOLOGIJE I ZNANSTVENE GRANE EGZEGEZE U KATEDRI SVETOGA PISMA NOVOG ZAVJETA","Opis posla: REDOVITI PROFESOR / PROFESORICA IZ PODRUČJA HUMANISTIČKIH ZNANOSTI, POLJA TEOLOGIJE I ZNANSTVENE GRANE EGZEGEZE U KATEDRI SVETOGA PISMA NOVOG ZAVJETA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 17.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74816886,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFEREN/REFERENTICA PRODAJE,"Opis posla: POSLOVI REFERENTA/REFERENTICE PRODAJE PREMA INTERNOM AKTU BOLNICE UZ NADZOR MENTORA., Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 11.03.2016, Mjesto rada: VARAŽDINSKE TOPLICE, Općina: VARAŽDINSKE TOPLICE, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75188335,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT / REFERENTICA FINANCIJSKO RAČUNOVODSTVENE SLUŽBE,"Opis posla: REFERENT / REFERENTICA FINANCIJSKO RAČUNOVODSTVENE SLUŽBE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 05.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74854300,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT / REFERENTICA NA EKONOMSKIM POSLOVIMA,"Opis posla: REFERENT / REFERENTICA NA EKONOMSKIM POSLOVIMA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 09.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75146853,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT / REFERENTICA U TAJNIŠTVU,"Opis posla: REFERENT / REFERENTICA U TAJNIŠTVU, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 05.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74854014,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT / REFERENTICA ZA PRAVNE I KADROVSKE POSLOVE,"Opis posla: REFERENT / REFERENTICA ZA PRAVNE I KADROVSKE POSLOVE<BR />
- RAD U PRAVNOJ I KADROVSKOJ SLUŽBI, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 11.03.2016, Mjesto rada: SISAK, Općina: SISAK, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75066581,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT NABAVE (M/Ž),"Opis posla: NABAVA MATERIJALA, OPREME I SL, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 07.03.2016, Mjesto rada: ŠIBENIK, Općina: ŠIBENIK, Županija: ŠIBENSKO-KNINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74994904,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT OBRAČUNA PLAĆA (M/Ž),"Opis posla: REFERENT OBRAČUNA PLAĆA (M/Ž), Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: KORČULA, Općina: KORČULA, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75166104,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT PRODAJE M/Ž,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 31.03.2016, Mjesto rada: KUTINA, Općina: KUTINA, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74679606,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT VELEPRODAJE M/Ž,"Opis posla: REFERENT VELEPRODAJE M/Ž, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 15.03.2016, Mjesto rada: SISAK, Općina: SISAK, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75107662,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/ICA FINANCIJSKOG KNJIGOVODSTVA,"Opis posla: REFERENT/ICA FINANCIJSKOG KNJIGOVODSTVA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: ČEPIN, Općina: ČEPIN, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74729568,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/ICA PRODAJE,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 24.03.2016, Mjesto rada: DUBROVNIK, Općina: DUBROVNIK, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75018969,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/ICA REZERVACIJA,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 06.03.2016, Mjesto rada: DUBROVNIK, Općina: DUBROVNIK, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74715817,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/ICA ZA PROJEKTIRANJE I PLANIRANJE,"Opis posla: PROJEKTIRANJE&amp;amp;#160; I PLANIRANJE ZA&amp;amp;#160; POTREBE POSLOVANJA&amp;amp;#160; I&amp;amp;#160; RAZVOJA DRUŠTVA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 01.04.2016, Mjesto rada: OMIŠALJ, Općina: OMIŠALJ, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74491274,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/ICA ZA PRORAČUN I FINANCIJE,"Opis posla: VOĐENJE EVIDENCIJE O IZLAZNIM I ULAZNIM RAČUNIMA, VOĐENJE KNJIGOVODSTVENIH POSLOVA PRORAČUNA,, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 05.03.2016, Mjesto rada: BOŠNJACI, Općina: BOŠNJACI, Županija: VUKOVARSKO-SRIJEMSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75075634,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA MARKETINGA,"Opis posla: REFERENT/REFERENTICA MARKETINGA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 06.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75059133,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA MARKETINGA,"Opis posla: REFERENT/REFERENTICA MARKETINGA, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 24.03.2016, Mjesto rada: LIVADE-LEVADE, Općina: OPRTALJ-PORTOLE, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74997826,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA MARKETINGA I PRODAJE,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 10.03.2016, Mjesto rada: LOVRAN, Općina: LOVRAN, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74730370,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA NABAVE,"Opis posla: REFERENT/REFERENTICA NABAVE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 06.03.2016, Mjesto rada: LUDBREG, Općina: LUDBREG, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75219848,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA NABAVE,"Opis posla: REFERENT/REFERENTICA NABAVE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 06.03.2016, Mjesto rada: SVETI KRIŽ ZAČRETJE, Općina: SVETI KRIŽ ZAČRETJE, Županija: KRAPINSKO-ZAGORSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74912628,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA NABAVE I PRODAJE,"Opis posla: ......., Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 06.03.2016, Mjesto rada: ČAKOVEC, Općina: ČAKOVEC, Županija: MEĐIMURSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75197445,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA PRODAJE,"Opis posla: REFERENT/REFERENTICA PRODAJE, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 06.03.2016, Mjesto rada: LUDBREG, Općina: LUDBREG, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75220650,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA RADNIH ODNOSA,"Opis posla: REFERENT/REFERENTICA RADNIH ODNOSA<BR />
KADROVSKI POSLOVI, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 09.03.2016, Mjesto rada: MALI LOŠINJ, Općina: MALI LOŠINJ, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75164328,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA U  SLOBODNOJ CARINSKOJ  PRODAVAONICI,"Opis posla: OBAVLJANJE POSLOVA &amp;amp;#160; PRODAJE ROBE&amp;amp;#160; U&amp;amp;#160; SLOBODNOJ&amp;amp;#160; CARINSKOJ PRODAVAONICI SUKLADNO DANIM&amp;amp;#160; UPUTAMA OD&amp;amp;#160; STRANE&amp;amp;#160; VODITELLA TE&amp;amp;#160; SUKLADNO&amp;amp;#160; PROPISIMA., Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 01.04.2016, Mjesto rada: OMIŠALJ, Općina: OMIŠALJ, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74499239,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA U FINANCIJAMA I RAČUNOVODSTVU,"Opis posla: REFERENT/REFERENTICA U FINANCIJAMA I RAČUNOVODSTVU, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 15.03.2016, Mjesto rada: VARAŽDIN, Općina: VARAŽDIN, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74314173,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
REFERENT/REFERENTICA ZA NABAVU I TEHNOLOŠKU OPERATIVU,"Opis posla: POSLOVI REFERENTA/REFERENTICE ZA NABAVU I TEHNOLOŠKU OPERATIVU PREMA INTERNOM AKTU BOLNICE UZ NADZOR MENTORA., Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 11.03.2016, Mjesto rada: VARAŽDINSKE TOPLICE, Općina: VARAŽDINSKE TOPLICE, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75187647,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
